rate,value,target_value_after_1pct_change,elasticity,group,target,M_threshold,abs_elasticity
d,0.0039699424434524,328.64211738539,-1.1596885983440657,Anglosphere ex-US,domestic_PIs,119.77848101265822,1.1596885983440657
I,1.588235294117647,335.8230400654959,1.0000000000000004,Anglosphere ex-US,domestic_PIs,119.77848101265822,1.0000000000000004
p_D,0.0191788048301187,332.88228161207513,0.1155562056207674,Anglosphere ex-US,domestic_PIs,119.77848101265822,0.1155562056207674
d,0.0045376683896815,558.6450333757549,-1.1022528900340012,Continental Europe,domestic_PIs,129.0692124105012,1.1022528900340012
I,2.8823529411764706,570.5200575318811,0.99999999999997,Continental Europe,domestic_PIs,129.0692124105012,0.99999999999997
p_D,0.0525638240242846,565.2455314204564,0.0662429300758704,Continental Europe,domestic_PIs,129.0692124105012,0.0662429300758704
d,0.0020204246761597,711.3868128373446,-1.0403852052436164,Hindu,domestic_PIs,66.04072398190046,1.0403852052436164
I,1.5294117647058822,726.0544439829304,1.0000000000000209,Hindu,domestic_PIs,66.04072398190046,1.0000000000000209
p_D,0.049814293455348,719.1378895305563,0.0378517678955394,Hindu,domestic_PIs,66.04072398190046,0.0378517678955394
d,0.0025844453130496,412.70252702291936,-1.0742489434346916,Islamic,domestic_PIs,126.52032520325204,1.0742489434346916
I,1.1764705882352942,421.3559642876073,1.000000000000023,Islamic,domestic_PIs,126.52032520325204,1.000000000000023
p_D,0.0391857776601412,417.42096352698553,0.0567712088880942,Islamic,domestic_PIs,126.52032520325204,0.0567712088880942
d,0.0133978920453826,76.01238664906924,-1.3379704224530178,Japanese,domestic_PIs,50.47533632286996,1.3379704224530178
I,1.5294117647058822,77.81363392207314,0.9999999999999948,Japanese,domestic_PIs,50.47533632286996,0.9999999999999948
p_D,0.0419072439614916,77.22203249029626,0.2321172833374679,Japanese,domestic_PIs,50.47533632286996,0.2321172833374679
d,0.0052950099891291,187.66484317024683,-1.139261870117177,Other Civilizations,domestic_PIs,104.59615384615384,1.139261870117177
I,1.1764705882352942,191.725749966514,1.000000000000009,Other Civilizations,domestic_PIs,104.59615384615384,1.000000000000009
p_D,0.0462098120373296,190.00619562351196,0.0941488627712188,Other Civilizations,domestic_PIs,104.59615384615384,0.0941488627712188
d,0.0033680345453574,217.9194245340327,-1.1486578308640203,Other Western,domestic_PIs,57.16981132075472,1.1486578308640203
I,0.8823529411764706,222.6561763853255,1.0000000000000158,Other Western,domestic_PIs,57.16981132075472,1.0000000000000158
p_D,0.0191788048301187,220.75368754327417,0.1370040743237855,Other Western,domestic_PIs,57.16981132075472,0.1370040743237855
d,0.0026460027216252,849.835669687891,-1.048054861201921,Sinic,domestic_PIs,112.34408602150538,1.048054861201921
I,2.411764705882353,867.4251174959728,0.9999999999999832,Sinic,domestic_PIs,112.34408602150538,0.9999999999999832
p_D,0.0665685886740751,859.1340693642808,0.0346188455802956,Sinic,domestic_PIs,112.34408602150538,0.0346188455802956
d,0.0069535079418892,352.6977348844516,-1.1304085234073789,United States,domestic_PIs,132.49329758713137,1.1304085234073789
I,2.8823529411764706,360.2975464075143,0.9999999999999872,United States,domestic_PIs,132.49329758713137,0.9999999999999872
p_D,0.0632720369798097,357.04844084144,0.0891981767693185,United States,domestic_PIs,132.49329758713137,0.0891981767693185
